local_folder,local_path,filename,previous_status,verification_status,source,document_type,canonical_title,canonical_author,canonical_publisher,canonical_year,doi,ocaid,lccn,isbn_10,isbn_13,external_url,ol_work_key,ol_edition_key,confidence,duplicate_of_path,parent_publication_id,publication_role,notes,candidates_json
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf,WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,book,Transforming the Urban Space through Transit-Oriented Development: The 3V Approach,Serge Salat; Gerald Ollivier,World Bank,2017,10.1596/26405,,,,,https://www.worldbank.org/en/topic/transport/publication/transforming-the-urban-space-through-transit-oriented-development-the-3v-approach,,,1.000,,world-bank-3v-tod-2017,PUBLICATION,"Official World Bank publication page and repository record verify title, authors, publisher, year, report number 113822, and DOI",
Teoria DOTS,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/World Bank transit book 2013.pdf,World Bank transit book 2013.pdf,MATCHED,ALREADY_MATCHED,openlibrary,,Transforming Cities with Transit,Hiroaki Suzuki; Robert Cervero; Kanako Luchi,,,10.1596/978-0-8213-9745-9,,,,9780821397459,,/works/OL27350490W,/books/OL37156320M,0.995,,,,,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_bibliografia_glosario_creditos.pdf,DOTS_bibliografia_glosario_creditos.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_Quienes_Participan_Agradecimientos.pdf,DOTS_Quienes_Participan_Agradecimientos.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion1_porque_importante.pdf,DOTS_seccion1_porque_importante.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_a_que_es.pdf,DOTS_seccion2_a_que_es.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_b_que_es.pdf,DOTS_seccion2_b_que_es.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion3_como_hacer.pdf,DOTS_seccion3_como_hacer.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion4_hacia_donde_vamos_0.pdf,DOTS_seccion4_hacia_donde_vamos_0.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Desarrollo orientado al tranporte sustentable,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion5_anexos.pdf,DOTS_seccion5_anexos.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2009,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,COMPONENT,The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual,
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Driven Apart How sprawl is lengthening our commutes and why misleading mobility measures.pdf,Driven Apart How sprawl is lengthening our commutes and why misleading mobility measures.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse,Joe Cortright,CEOs for Cities,2010,,,,,,https://cityobservatory.org/wp-content/uploads/2015/08/Cortright_Driven_Apart_2010.pdf,,,1.000,,driven-apart-cortright-2010,PUBLICATION,"Author-hosted report copy verifies the canonical title, author, publisher, Rockefeller Foundation funding, and September 2010 date",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/LA law to taclke sprawl and global warming.pdf,LA law to taclke sprawl and global warming.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,newspaper-article,Legislature Takes Aim at Urban Sprawl and Global Warming,Margot Roosevelt,Los Angeles Times,2008,,,,,,https://www.latimes.com/archives/la-xpm-2008-aug-21-me-sprawl21-story.html,,,1.000,,latimes-sprawl-warming-2008,NONBOOK,"Local one-page newspaper capture verifies the title, author, newspaper, date of 21 August 2008, and article type; it is not an Open Library book",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/landuse-globalwarming-GrowingCooler9-18-07small.pdf,landuse-globalwarming-GrowingCooler9-18-07small.pdf,NOT_FOUND,OL_MATCHED,verified_manifest,book,Growing Cooler: The Evidence on Urban Development and Climate Change,Reid H. Ewing; Keith Bartholomew; Steve Winkelman; Jerry Walters; Don Chen,Urban Land Institute,2008,,,,0874200822,9780874200829,https://books.google.com/books/about/Growing_Cooler.html?id=5cskAQAAMAAJ,/works/OL16560037W,/books/OL37141743M,1.000,,growing-cooler-2008,PUBLICATION,"Title and authors match the local PDF; the PDF's printed ISBN-13 ends in 2 and fails checksum, while the verified print ISBN-13 ends in 9",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/smart growth - economic_success.pdf,smart growth - economic_success.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,"Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments","United States Environmental Protection Agency, Office of Sustainable Communities",United States Environmental Protection Agency,2012,,,,,,https://www.epa.gov/sites/default/files/documents/smart_growth_and_economic_success.pdf,,,1.000,,epa-smart-growth-economic-success-2012,PUBLICATION,"Official EPA publication and archived program page verify the canonical cover title, responsible office, publisher, and December 2012 publication date",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart Growth vs travel demand - SHRP2_S2-C16-RR-1.pdf,Smart Growth vs travel demand - SHRP2_S2-C16-RR-1.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Effect of Smart Growth Policies on Travel Demand,Maren Outwater; Colin Smith; Jerry Walters; Brian Welch; Robert Cervero; Kara M. Kockelman; J. Richard Kuzmyak,Transportation Research Board,2014,,,,,9780309272889,https://trid.trb.org/View/1248222,,,1.000,,shrp2-effect-smart-growth-travel-demand-2014,PUBLICATION,"TRID and National Academies metadata verify title, authors, publisher, report S2-C16-RR-1, pagination, date, and checksum-valid ISBN",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart-growth-this-is-smart-growth.pdf,Smart-growth-this-is-smart-growth.pdf,NOT_FOUND,OL_MATCHED,library_of_congress,book,This is smart growth,United States. Environmental Protection Agency.; Smart Growth Network.,U.S. Environmental Protection Agency,2006,,,2007361835,,,https://lccn.loc.gov/2007361835,/works/OL24074484W,/books/OL16240459M,0.938,,,,Library of Congress identifier and metadata resolved to an existing Open Library Work,
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart_Growth-econdev.pdf,Smart_Growth-econdev.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,"Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities",Alex Iams; Pearl Kaplan,International Economic Development Council,2006,,,,,,https://opd.gov.mp/library/smart-safe-growth/economic-development-and-smart-growth/iedc-2006-economic-development-and-smart-growth.pdf,,,1.000,,iedc-economic-development-smart-growth-2006,PUBLICATION,"Government-hosted publication copy and IEDC material verify the full title, editors, publisher, cooperative agreement, and August 2006 date",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Sprawling Cities Getting Hotter.pdf,Sprawling Cities Getting Hotter.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,news-article,Sprawling Cities Getting Hotter Faster,OurAmazingPlanet Staff,OurAmazingPlanet,2010,,,,,,https://www.livescience.com/archive/2010/06,,,1.000,,ouramazingplanet-sprawling-cities-2010,NONBOOK,"Local two-page web capture and Live Science archive verify the title, corporate byline, publication, date of 23 June 2010, and article type; it is not an Open Library book",
Smart Growth,5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/TRB-smart_growth_guide.pdf,TRB-smart_growth_guide.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs,United States Environmental Protection Agency,United States Environmental Protection Agency,2010,,,,,,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100B4BC.TXT,,,1.000,,epa-smart-growth-ghg-guide-2010,PUBLICATION,"Official EPA National Service Center for Environmental Publications record verifies the title, responsible organization, publisher, date, and guide content",
